title,href,desc,location,price
合租·天通苑中苑2居室-南卧,//www.ziroom.com/x/788213158.html,14.3㎡ | 2/6层,小区距天通苑南站步行约1117米,3630
整租·和平街十二区2室1厅-南,//www.ziroom.com/x/717564663.html,60.91㎡ | 10/12层,小区距光熙门站步行约648米,7530
合租·龙乡中区3居室-南卧,//www.ziroom.com/x/739040075.html,11.6㎡ | 5/6层,小区距育新站步行约1191米,2830
合租·阳光南里2居室-南卧,//www.ziroom.com/x/776609921.html,10.7㎡ | 4/6层,小区距上地站步行约2086米,3430
合租·铭科苑2居室-南卧,//www.ziroom.com/x/807098889.html,9.43㎡ | 6/6层,小区距西二旗站步行约1310米,3490
合租·幸福二村3居室-南卧,//www.ziroom.com/x/723391744.html,10.5㎡ | 6/6层,小区距农业展览馆站步行约1206米,3590
合租·光熙家园二期4居室-北卧,//www.ziroom.com/x/721281703.html,10.5㎡ | 1/21层,小区距光熙门站步行约238米,3390
整租·安宁里2室1厅-南,//www.ziroom.com/x/807263270.html,59.87㎡ | 2/6层,小区距清河站步行约1464米,6660
合租·回龙观新村西区3居室-南卧,//www.ziroom.com/x/786641855.html,11.5㎡ | 5/28层,小区距西二旗站步行约1826米,3090
合租·天居园3居室-东卧,//www.ziroom.com/x/712214337.html,11㎡ | 19/32层,小区距立水桥南站步行约428米,3230
合租·美立方3居室-南卧,//www.ziroom.com/x/761017753.html,13.2㎡ | 8/20层,小区距立水桥南站步行约524米,2960
合租·嘉诚花园一期4居室-南卧,//www.ziroom.com/x/722537174.html,11.4㎡ | 3/6层,小区距立水桥站步行约1387米,2890
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/712216665.html,12.1㎡ | 6/27层,小区距西二旗站步行约1802米,3060
整租·西香河园2室1厅-南北,//www.ziroom.com/x/792004403.html,52.37㎡ | 6/7层,小区距东直门站步行约148米,7690
合租·龙锦苑六区2居室-北卧,//www.ziroom.com/x/807331198.html,9.92㎡ | 3/6层,小区距平西府站步行约1017米,3160
合租·夏都盈座4居室-南卧,//www.ziroom.com/x/717476781.html,12.8㎡ | 12/21层,小区距望京站步行约121米,3730
合租·三合庄园3居室-南卧,//www.ziroom.com/x/807362726.html,14.77㎡ | 2/5层,小区距育知路站步行约1296米,3730
合租·樱花园3居室-南卧,//www.ziroom.com/x/807316211.html,13.2㎡ | 2/6层,小区距惠新西街南口站步行约687米,3760
合租·回龙观新村东区3居室-南卧,//www.ziroom.com/x/758932932.html,11.3㎡ | 4/28层,小区距龙泽站步行约1849米,2890
整租·世纪村西区2室1厅-南北,//www.ziroom.com/x/807309883.html,60㎡ | 4/6层,小区距关庄站步行约726米,7690
合租·芍药居4居室-南卧,//www.ziroom.com/x/614299971.html,13.6㎡ | 2/12层,小区距芍药居站步行约643米,3530
合租·东直门外小街8号院3居室-南卧,//www.ziroom.com/x/721268996.html,11.2㎡ | 6/6层,小区距东直门站步行约1053米,3490
合租·柳浪家园南里3居室-南卧,//www.ziroom.com/x/759204532.html,9.9㎡ | 2/10层,小区距农大南路站步行约1823米,3060
合租·西坝河西里2居室-南卧,//www.ziroom.com/x/744483715.html,12.5㎡ | 15/16层,小区距光熙门站步行约791米,3530
整租·车公庄大街2室1厅-南北,//www.ziroom.com/x/713732969.html,56.7㎡ | 4/6层,小区距车公庄站步行约288米,7990
合租·北苑家园茉藜园4居室-南卧,//www.ziroom.com/x/728408487.html,10㎡ | 10/26层,小区距立水桥南站步行约1135米,3190
合租·龙跃苑三区4居室-南卧,//www.ziroom.com/x/719883933.html,15.18㎡ | 5/6层,小区距霍营站步行约771米,3690
合租·首开知语城3居室-东南卧,//www.ziroom.com/x/807292208.html,9.5㎡ | 10/22层,小区距望京站步行约741米,3290
合租·天居园3居室-东南卧,//www.ziroom.com/x/579375637.html,9㎡ | 2/32层,小区距立水桥南站步行约428米,2930
合租·龙泽苑西区4居室-南卧,//www.ziroom.com/x/745273974.html,13.6㎡ | 5/6层,小区距龙泽站步行约803米,4190
合租·龙博苑一区3居室-北卧,//www.ziroom.com/x/779270146.html,11.3㎡ | 6/6层,小区距回龙观站步行约394米,3190
合租·上林溪2居室-南卧,//www.ziroom.com/x/761354828.html,9.32㎡ | 4/21层,小区距清河站步行约1167米,3530
合租·世纪村西区3居室-东南卧,//www.ziroom.com/x/711125124.html,12.2㎡ | 2/22层,小区距关庄站步行约726米,3390
合租·七彩华园3居室-北卧,//www.ziroom.com/x/757921998.html,10.37㎡ | 6/6层,小区距农大南路站步行约1102米,3030
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/717513447.html,11.7㎡ | 21/22层,小区距西二旗站步行约1802米,2930
合租·和平街十区3居室-南卧,//www.ziroom.com/x/726311056.html,13.5㎡ | 3/5层,小区距和平西桥站步行约857米,3760
整租·砖角楼南里2室1厅-南,//www.ziroom.com/x/746807447.html,57.78㎡ | 4/6层,小区距柳芳站步行约551米,7630
合租·慧谷金色家园4居室-南卧,//www.ziroom.com/x/729622927.html,11.6㎡ | 2/9层,小区距望京站步行约1195米,3190
整租·柳芳北里2室1厅-南,//www.ziroom.com/x/736727401.html,57.09㎡ | 4/6层,小区距柳芳站步行约731米,6960
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/632373587.html,9.52㎡ | 13/20层,小区距芍药居站步行约1160米,3190
合租·沁春家园3居室-北卧,//www.ziroom.com/x/794648526.html,10.4㎡ | 6/6层,小区距育新站步行约937米,2830
合租·铭科苑3居室-南卧,//www.ziroom.com/x/768989795.html,10.12㎡ | 3/6层,小区距西二旗站步行约1310米,3360
整租·智学苑2室1厅-南,//www.ziroom.com/x/807225246.html,69㎡ | 4/6层,小区距西二旗站步行约777米,7690
合租·芍药居3居室-南卧,//www.ziroom.com/x/726104446.html,11.8㎡ | 9/18层,小区距芍药居站步行约643米,3460
合租·世纪龙祥嘉园3居室-南卧,//www.ziroom.com/x/794875312.html,11.7㎡ | 7/11层,小区距北苑路北站步行约1785米,2860
合租·新纪家园3居室-南卧,//www.ziroom.com/x/748145465.html,7.9㎡ | 21/28层,小区距太阳宫站步行约226米,3230
合租·沁春家园3居室-南卧,//www.ziroom.com/x/779330286.html,11.3㎡ | 1/6层,小区距育新站步行约937米,2860
合租·新康园6居室-南卧,//www.ziroom.com/x/743300218.html,12.7㎡ | 5/5层,小区距育新站步行约871米,2830
合租·成府路20号院3居室-南卧,//www.ziroom.com/x/714983687.html,12㎡ | 5/9层,小区距五道口站步行约744米,4390
合租·菊园3居室-南卧,//www.ziroom.com/x/631997718.html,10.52㎡ | 6/6层,小区距马连洼站步行约1381米,3360
合租·沁春家园3居室-南卧,//www.ziroom.com/x/807143955.html,14.8㎡ | 2/6层,小区距育新站步行约937米,3930
合租·青云北区3居室-南卧,//www.ziroom.com/x/795513669.html,9.6㎡ | 12/17层,小区距知春里站步行约596米,4490
合租·城锦苑3居室-南卧,//www.ziroom.com/x/402499950.html,12.54㎡ | 16/27层,小区距北苑路北站步行约1162米,3260
合租·西坝河东里3居室-南卧,//www.ziroom.com/x/746197608.html,10.1㎡ | 1/24层,小区距太阳宫站步行约861米,3260
合租·西直门南大街3居室-西卧,//www.ziroom.com/x/737291456.html,9.7㎡ | 4/22层,小区距车公庄站步行约196米,3590
合租·北店嘉园4居室-南卧,//www.ziroom.com/x/764220693.html,15.5㎡ | 4/6层,小区距育知路站步行约1095米,3030
合租·沁春家园3居室-南卧,//www.ziroom.com/x/729162274.html,12.6㎡ | 14/21层,小区距育新站步行约937米,3790
整租·砖角楼南里2室1厅-南,//www.ziroom.com/x/727835508.html,58.01㎡ | 5/6层,小区距柳芳站步行约551米,7660
合租·铭科苑3居室-南卧,//www.ziroom.com/x/770710284.html,9.5㎡ | 5/6层,小区距西二旗站步行约1310米,3590
合租·北苑家园紫绶园2居室-东南卧,//www.ziroom.com/x/796656329.html,10.8㎡ | 19/25层,小区距立水桥南站步行约1174米,3290
合租·世华泊郡3居室-西南卧,//www.ziroom.com/x/780293011.html,13㎡ | 21/27层,小区距北苑站步行约1495米,3130
合租·天通苑中苑3居室-南卧,//www.ziroom.com/x/759674885.html,14.6㎡ | 4/6层,小区距天通苑南站步行约1117米,3460
合租·青年报社公寓3居室-东卧,//www.ziroom.com/x/764708215.html,9.8㎡ | 6/22层,小区距望京站步行约208米,3160
合租·望兴居5居室-南卧,//www.ziroom.com/x/794587222.html,12.5㎡ | 6/7层,小区距望京站步行约1184米,3260
合租·北苑家园望春园4居室-南卧,//www.ziroom.com/x/721560869.html,12㎡ | 23/25层,小区距立水桥南站步行约1033米,3830
合租·融泽嘉园2居室-南卧,//www.ziroom.com/x/720045244.html,12.2㎡ | 5/18层,小区距西二旗站步行约1802米,3790
合租·西坝河东里2居室-南卧,//www.ziroom.com/x/745133130.html,10.4㎡ | 1/18层,小区距太阳宫站步行约861米,3590
合租·青年报社公寓3居室-东卧,//www.ziroom.com/x/766512706.html,10.2㎡ | 3/22层,小区距望京站步行约208米,3360
合租·龙博苑二区4居室-南卧,//www.ziroom.com/x/760394528.html,9.9㎡ | 6/7层,小区距回龙观站步行约856米,2690
合租·北苑家园茉藜园3居室-西南卧,//www.ziroom.com/x/807268065.html,10.75㎡ | 17/25层,小区距立水桥南站步行约1135米,3260
整租·北礼士路1室1厅-南,//www.ziroom.com/x/728735474.html,54㎡ | 13/18层,小区距车公庄站步行约76米,7390
合租·芍药居2号院2居室-南卧,//www.ziroom.com/x/792161446.html,14.9㎡ | 5/6层,小区距芍药居站步行约215米,4660
合租·合立方3居室-北卧,//www.ziroom.com/x/740805281.html,10.8㎡ | 2/11层,小区距立水桥站步行约988米,2990
合租·天通苑本一区5居室-南卧,//www.ziroom.com/x/807098637.html,14.3㎡ | 5/6层,小区距天通苑南站步行约1161米,3330
合租·华龙苑南里3居室-南卧,//www.ziroom.com/x/794141119.html,9.8㎡ | 4/6层,小区距霍营站步行约785米,2690
整租·东亚上北中心2室1厅-南,//www.ziroom.com/x/762896158.html,60㎡ | 3/16层,小区距平西府站步行约1512米,6490
合租·西坝河南里2居室-南卧,//www.ziroom.com/x/714948185.html,13.5㎡ | 12/13层,小区距柳芳站步行约697米,3960
合租·和平里东街15号院3居室-东卧,//www.ziroom.com/x/753739455.html,11.2㎡ | 6/6层,小区距雍和宫站步行约780米,3190
合租·和平街十五区1号院3居室-南卧,//www.ziroom.com/x/529588402.html,15.3㎡ | 6/18层,小区距光熙门站步行约497米,3790
合租·首开知语城4居室-南卧,//www.ziroom.com/x/620082571.html,9.3㎡ | 11/22层,小区距望京站步行约741米,3290
整租·塔院小区2室1厅-南,//www.ziroom.com/x/732990961.html,57.9㎡ | 3/6层,小区距西土城站步行约410米,7730
合租·天居园3居室-西南卧,//www.ziroom.com/x/740321348.html,9.74㎡ | 18/32层,小区距立水桥南站步行约428米,3260
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/711836716.html,17.6㎡ | 26/28层,小区距霍营站步行约370米,3130
合租·铭科苑2居室-南卧,//www.ziroom.com/x/730050600.html,9.83㎡ | 6/6层,小区距西二旗站步行约1310米,3430
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/770801367.html,11.88㎡ | 1/34层,小区距西二旗站步行约1802米,3190
合租·海运仓小区4居室-南卧,//www.ziroom.com/x/731139037.html,9.95㎡ | 6/6层,小区距东四十条站步行约638米,4630
合租·东直门南大街2居室-南卧,//www.ziroom.com/x/679008262.html,9.1㎡ | 6/18层,小区距东直门站步行约459米,4130
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/720170471.html,11.7㎡ | 11/31层,小区距西二旗站步行约1802米,3060
合租·三合庄园3居室-南卧,//www.ziroom.com/x/807257355.html,15.1㎡ | 3/5层,小区距育知路站步行约1296米,3730
合租·城锦苑3居室-南卧,//www.ziroom.com/x/739322830.html,13.3㎡ | 2/27层,小区距北苑路北站步行约1162米,3290
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/736017264.html,8.8㎡ | 5/24层,小区距芍药居站步行约1160米,3060
合租·芍药居北里4居室-南卧,//www.ziroom.com/x/692179629.html,12.4㎡ | 4/20层,小区距芍药居站步行约1160米,3290
合租·汉荣家园3居室-南卧,//www.ziroom.com/x/728426626.html,9.35㎡ | 14/25层,小区距知春路站步行约572米,4190
合租·和平里七区4居室-南卧,//www.ziroom.com/x/713458653.html,10.5㎡ | 1/3层,小区距和平里北街站步行约437米,3360
合租·北礼士路2居室-北卧,//www.ziroom.com/x/796259987.html,9.6㎡ | 5/6层,小区距车公庄站步行约76米,3730
合租·新龙城3居室-南卧,//www.ziroom.com/x/742540999.html,8.8㎡ | 12/13层,小区距龙泽站步行约999米,2930
合租·土星园3居室-南卧,//www.ziroom.com/x/770912432.html,10.1㎡ | 14/28层,小区距芍药居站步行约402米,4230
合租·新街口西里三区3居室-南卧,//www.ziroom.com/x/755044978.html,9㎡ | 6/6层,小区距新街口站步行约303米,3930
合租·西坝河中里2居室-东南卧,//www.ziroom.com/x/807062839.html,10.8㎡ | 4/12层,小区距柳芳站步行约1055米,3560
合租·和谐家园二区3居室-北卧,//www.ziroom.com/x/794910329.html,10㎡ | 4/6层,小区距回龙观东大街站步行约424米,2860
合租·龙跃苑三区3居室-北卧,//www.ziroom.com/x/807325696.html,9.9㎡ | 3/6层,小区距霍营站步行约771米,2830
整租·静安东里2室1厅-南,//www.ziroom.com/x/714744194.html,56.55㎡ | 6/6层,小区距三元桥站步行约726米,7190
合租·仓夹道4居室-北卧,//www.ziroom.com/x/544039918.html,10.82㎡ | 22/22层,小区距东四十条站步行约432米,3490
整租·龙博苑三区2室1厅-南北,//www.ziroom.com/x/793974085.html,80㎡ | 6/6层,小区距育新站步行约881米,6990
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/781685446.html,12㎡ | 13/28层,小区距芍药居站步行约1160米,3390
整租·龙锦苑二区2室1厅-南北,//www.ziroom.com/x/795378257.html,89㎡ | 4/6层,小区距平西府站步行约811米,6690
合租·华龙苑南里3居室-南卧,//www.ziroom.com/x/753850132.html,9.6㎡ | 6/6层,小区距霍营站步行约785米,2760
合租·西直门南小街3居室-北卧,//www.ziroom.com/x/807287462.html,10.8㎡ | 6/6层,小区距车公庄站步行约345米,3730
合租·半岛国际公寓4居室-南卧,//www.ziroom.com/x/610244175.html,9㎡ | 17/18层,小区距太阳宫站步行约432米,3390
合租·UHN国际村3居室-南卧,//www.ziroom.com/x/740762601.html,11.7㎡ | 25/27层,小区距太阳宫站步行约705米,3990
合租·UHN国际村4居室-南卧,//www.ziroom.com/x/789104685.html,11.7㎡ | 2/28层,小区距太阳宫站步行约705米,3990
合租·天慧园3居室-南卧,//www.ziroom.com/x/747550952.html,10.9㎡ | 3/7层,小区距龙泽站步行约1413米,3430
合租·龙腾苑二区3居室-北卧,//www.ziroom.com/x/793355419.html,10.6㎡ | 2/6层,小区距回龙观站步行约987米,2930
合租·旗胜家园3居室-北卧,//www.ziroom.com/x/728029605.html,11.2㎡ | 4/13层,小区距霍营站步行约370米,2790
合租·龙锦苑一区4居室-南卧,//www.ziroom.com/x/757984175.html,15.2㎡ | 2/6层,小区距平西府站步行约820米,3390
合租·东亚奥北中心北区2居室-南卧,//www.ziroom.com/x/752551690.html,9.6㎡ | 3/20层,小区距天通苑南站步行约1113米,3690
合租·樱花园3居室-南卧,//www.ziroom.com/x/652833024.html,12.3㎡ | 4/6层,小区距惠新西街南口站步行约687米,3590
合租·新街口西里三区3居室-西卧,//www.ziroom.com/x/777234795.html,10㎡ | 5/7层,小区距新街口站步行约303米,3790
合租·天通苑本三区3居室-南卧,//www.ziroom.com/x/741147885.html,14.9㎡ | 6/6层,小区距天通苑南站步行约1128米,3260
合租·上地东里4居室-西南卧,//www.ziroom.com/x/737218512.html,11.2㎡ | 5/6层,小区距上地站步行约746米,2890
合租·蓟门东里2居室-南卧,//www.ziroom.com/x/742892333.html,11.1㎡ | 10/15层,小区距西土城站步行约473米,4060
合租·龙泽苑西区3居室-北卧,//www.ziroom.com/x/793141825.html,9.5㎡ | 5/7层,小区距龙泽站步行约803米,3290
整租·西直门外南路1室1厅-南,//www.ziroom.com/x/716346731.html,45.4㎡ | 8/18层,小区距动物园站步行约190米,6790
合租·融泽嘉园2居室-南卧,//www.ziroom.com/x/710360764.html,11.6㎡ | 7/18层,小区距西二旗站步行约1802米,3290
合租·北苑家园茉藜园3居室-东卧,//www.ziroom.com/x/711425242.html,11.2㎡ | 22/25层,小区距立水桥南站步行约1135米,3030
合租·和平街十三区3居室-南卧,//www.ziroom.com/x/746395682.html,8.4㎡ | 4/4层,小区距柳芳站步行约919米,3060
合租·天露园二区3居室-南卧,//www.ziroom.com/x/779787156.html,14.2㎡ | 2/6层,小区距育知路站步行约1237米,2930
合租·育新花园3居室-南卧,//www.ziroom.com/x/751445890.html,7.8㎡ | 21/22层,小区距育新站步行约174米,2730
整租·北京北1室1厅-西,//www.ziroom.com/x/807347137.html,57㎡ | 2/20层,小区距立水桥站步行约683米,6490
合租·龙锦苑五区5居室-南卧,//www.ziroom.com/x/746095564.html,12.5㎡ | 6/7层,小区距平西府站步行约979米,2860
合租·龙华园2居室-南卧,//www.ziroom.com/x/652619666.html,10㎡ | 6/6层,小区距龙泽站步行约1071米,2690
合租·龙腾苑四区4居室-北卧,//www.ziroom.com/x/755373808.html,10.5㎡ | 5/6层,小区距回龙观站步行约859米,3390
合租·明天第一城7号院3居室-南卧,//www.ziroom.com/x/768022414.html,12.4㎡ | 19/21层,小区距立水桥站步行约941米,3490
合租·北礼士路2居室-北卧,//www.ziroom.com/x/744609330.html,9.9㎡ | 6/6层,小区距车公庄站步行约76米,3430
整租·芍药居1室1厅-南,//www.ziroom.com/x/793942948.html,64㎡ | 8/18层,小区距芍药居站步行约643米,6990
合租·南湖中园二区3居室-南卧,//www.ziroom.com/x/728687459.html,8.3㎡ | 4/7层,小区距望京站步行约808米,2960
合租·当代城市家园3居室-北卧,//www.ziroom.com/x/767523737.html,10㎡ | 3/6层,小区距清河站步行约599米,3030
合租·光熙门北里3居室-南卧,//www.ziroom.com/x/642728429.html,9.16㎡ | 20/22层,小区距光熙门站步行约517米,3290
整租·天鑫家园2室1厅-南,//www.ziroom.com/x/807275114.html,72㎡ | 3/6层,小区距回龙观东大街站步行约1108米,6890
合租·云趣园一区4居室-南卧,//www.ziroom.com/x/746781451.html,22.3㎡ | 5/6层,小区距育知路站步行约437米,2930
合租·北苑家园茉藜园3居室-西卧,//www.ziroom.com/x/755952995.html,10.1㎡ | 8/25层,小区距立水桥南站步行约1135米,2930
合租·明光北里3居室-南卧,//www.ziroom.com/x/807344995.html,11.9㎡ | 6/6层,小区距大钟寺站步行约528米,3990
合租·西坝河东里3居室-南卧,//www.ziroom.com/x/767320716.html,11.9㎡ | 6/6层,小区距太阳宫站步行约861米,3730
整租·首开智慧社1室1厅-东,//www.ziroom.com/x/807303205.html,54㎡ | 17/19层,小区距回龙观站步行约487米,6360
合租·育新花园3居室-南卧,//www.ziroom.com/x/792873911.html,13.5㎡ | 1/6层,小区距育新站步行约174米,3390
合租·力度家园3居室-南卧,//www.ziroom.com/x/739691139.html,10.4㎡ | 8/21层,小区距上地站步行约2064米,2930
合租·新龙城3居室-北卧,//www.ziroom.com/x/807252371.html,10.3㎡ | 4/20层,小区距龙泽站步行约999米,3060
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/765885019.html,9.2㎡ | 17/24层,小区距芍药居站步行约1160米,3130
合租·静安里2居室-东南卧,//www.ziroom.com/x/807149828.html,10.04㎡ | 4/6层,小区距三元桥站步行约1092米,3330
整租·五月华庭1室1厅-南,//www.ziroom.com/x/807231098.html,34㎡ | 4/12层,小区距积水潭站步行约658米,6490
合租·龙腾苑四区2居室-北卧,//www.ziroom.com/x/715876378.html,11.7㎡ | 2/6层,小区距回龙观站步行约859米,2960
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/774327220.html,12㎡ | 10/28层,小区距芍药居站步行约1160米,3430
合租·太月园3居室-南卧,//www.ziroom.com/x/795068536.html,10.5㎡ | 12/27层,小区距知春路站步行约549米,4090
合租·芍药居2号院2居室-南卧,//www.ziroom.com/x/807247618.html,15.2㎡ | 6/6层,小区距芍药居站步行约215米,4530
合租·龙腾苑四区3居室-北卧,//www.ziroom.com/x/759859282.html,10.3㎡ | 4/6层,小区距回龙观站步行约859米,3490
合租·世华泊郡3居室-南卧,//www.ziroom.com/x/724130399.html,13㎡ | 15/27层,小区距北苑站步行约1495米,3090
合租·建材城西路85号院3居室-南卧,//www.ziroom.com/x/772808685.html,10㎡ | 4/6层,小区距育新站步行约1583米,2890
合租·十字坡东里3居室-北卧,//www.ziroom.com/x/795151083.html,9.96㎡ | 3/5层,小区距东直门站步行约447米,3360
合租·首开国风美唐三期4居室-南卧,//www.ziroom.com/x/735394621.html,16.92㎡ | 11/18层,小区距霍营站步行约578米,3460
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/717622087.html,11.5㎡ | 10/22层,小区距西二旗站步行约1802米,3690
合租·新源西里中街3居室-南卧,//www.ziroom.com/x/723341013.html,11.86㎡ | 5/6层,小区距东直门站步行约1444米,3530
合租·东直门南大街2居室-东北卧,//www.ziroom.com/x/807016604.html,10.8㎡ | 11/18层,小区距东直门站步行约459米,4090
整租·惠新西里一区2室1厅-南北,//www.ziroom.com/x/717112449.html,55㎡ | 6/6层,小区距惠新西街南口站步行约845米,7290
合租·世安家园3居室-南卧,//www.ziroom.com/x/807333354.html,11.89㎡ | 4/6层,小区距望京西站步行约1117米,3830
合租·明天第一城6号院3居室-南卧,//www.ziroom.com/x/755180778.html,8.5㎡ | 21/21层,小区距立水桥站步行约759米,2890
合租·志强北园2居室-南卧,//www.ziroom.com/x/769517572.html,10.1㎡ | 4/5层,小区距积水潭站步行约1074米,3860
整租·元嘉国际公寓1室1厅-南,//www.ziroom.com/x/709856170.html,53.39㎡ | 6/10层,小区距东四十条站步行约385米,7630
合租·北苑家园茉藜园4居室-南卧,//www.ziroom.com/x/668224710.html,13㎡ | 5/26层,小区距立水桥南站步行约1135米,3690
整租·车公庄大街2室1厅-南北,//www.ziroom.com/x/739608010.html,53.6㎡ | 5/5层,小区距车公庄站步行约288米,7990
合租·樱花园3居室-南卧,//www.ziroom.com/x/789163855.html,11.9㎡ | 3/16层,小区距惠新西街南口站步行约687米,3730
合租·龙腾苑四区4居室-北卧,//www.ziroom.com/x/771756041.html,10.3㎡ | 2/6层,小区距回龙观站步行约859米,3330
合租·北苑家园绣菊园3居室-东南卧,//www.ziroom.com/x/780610007.html,11.5㎡ | 20/25层,小区距立水桥南站步行约1223米,3230
合租·融泽嘉园2居室-南卧,//www.ziroom.com/x/719988596.html,11㎡ | 32/34层,小区距西二旗站步行约1802米,3990
合租·云趣园二区3居室-南卧,//www.ziroom.com/x/756341965.html,14.1㎡ | 5/7层,小区距育知路站步行约1030米,2860
合租·美立方3居室-北卧,//www.ziroom.com/x/695645201.html,9.86㎡ | 17/17层,小区距立水桥南站步行约524米,3060
合租·软件园小区3居室-南卧,//www.ziroom.com/x/728985540.html,10.57㎡ | 3/4层,小区距知春路站步行约1013米,3830
合租·龙博苑三区3居室-北卧,//www.ziroom.com/x/715753285.html,11.5㎡ | 6/6层,小区距育新站步行约881米,2890
合租·城锦苑3居室-南卧,//www.ziroom.com/x/722270036.html,10㎡ | 25/26层,小区距北苑路北站步行约1162米,2730
直租·天通苑本五区2室1厅-南北,//www.ziroom.com/x/787569175.html,81.9㎡ | 4/7层,小区距天通苑南站步行约320米,6860
合租·龙华园3居室-南卧,//www.ziroom.com/x/765296714.html,14.1㎡ | 6/6层,小区距龙泽站步行约1071米,2930
合租·砖角楼南里3居室-西卧,//www.ziroom.com/x/613356809.html,10㎡ | 3/16层,小区距柳芳站步行约551米,3160
整租·和平街十区2室1厅-南北,//www.ziroom.com/x/713959658.html,56.61㎡ | 5/5层,小区距和平西桥站步行约857米,7160
合租·花家地西里二区3居室-南卧,//www.ziroom.com/x/795613191.html,8.7㎡ | 3/6层,小区距阜通站步行约979米,3230
合租·银领国际4居室-南卧,//www.ziroom.com/x/725091281.html,11.94㎡ | 16/26层,小区距望京西站步行约564米,3690
合租·旗胜家园3居室-东卧,//www.ziroom.com/x/727431794.html,14㎡ | 14/21层,小区距霍营站步行约370米,3190
合租·流星花园三区3居室-南卧,//www.ziroom.com/x/735717437.html,15.4㎡ | 4/6层,小区距育知路站步行约822米,3690
整租·润枫欣尚1室1厅-东,//www.ziroom.com/x/807155127.html,63.2㎡ | 4/20层,小区距立水桥站步行约596米,6430
合租·夏都盈座3居室-西南卧,//www.ziroom.com/x/755847750.html,11.29㎡ | 18/22层,小区距望京站步行约121米,3730
整租·志强南园2室1厅-南北,//www.ziroom.com/x/807244510.html,57.96㎡ | 5/6层,小区距积水潭站步行约600米,8230
合租·中关村2居室-南卧,//www.ziroom.com/x/767648770.html,10.6㎡ | 4/6层,小区距知春里站步行约804米,5030
合租·幸福二村3居室-南卧,//www.ziroom.com/x/725381214.html,10.7㎡ | 4/6层,小区距农业展览馆站步行约1206米,3860
合租·知春东里3居室-北卧,//www.ziroom.com/x/794259556.html,10.5㎡ | 6/6层,小区距知春里站步行约314米,4290
合租·知本时代3居室-南卧,//www.ziroom.com/x/733057600.html,13㎡ | 2/14层,小区距育新站步行约1108米,3890
合租·汉荣家园3居室-南卧,//www.ziroom.com/x/728427305.html,10.1㎡ | 14/25层,小区距知春路站步行约572米,4130
整租·柳芳北里1室1厅-南,//www.ziroom.com/x/807295127.html,44㎡ | 5/14层,小区距柳芳站步行约731米,6460
合租·和谐家园一区3居室-北卧,//www.ziroom.com/x/763410161.html,11.5㎡ | 5/6层,小区距回龙观东大街站步行约805米,2990
直租·首开国风美唐综合楼1室1厅-西北,//www.ziroom.com/x/807327642.html,61㎡ | 11/17层,小区距霍营站步行约214米,6590
合租·世纪龙祥嘉园3居室-南卧,//www.ziroom.com/x/794875118.html,12.18㎡ | 7/11层,小区距北苑路北站步行约1785米,3760
合租·北苑家园茉藜园3居室-东卧,//www.ziroom.com/x/754722162.html,9.6㎡ | 5/25层,小区距立水桥南站步行约1135米,2990
整租·交林2室1厅-南北,//www.ziroom.com/x/807329084.html,56㎡ | 1/5层,小区距柳芳站步行约746米,7230
合租·芍药居甲2号院2居室-北卧,//www.ziroom.com/x/795110925.html,10.7㎡ | 3/6层,小区距芍药居站步行约716米,3560
合租·北苑家园望春园4居室-南卧,//www.ziroom.com/x/737520764.html,12.3㎡ | 4/25层,小区距立水桥南站步行约1033米,4060
合租·光熙门北里3居室-南卧,//www.ziroom.com/x/776534552.html,12.6㎡ | 14/22层,小区距光熙门站步行约517米,3530
整租·华贸城1室1厅-南,//www.ziroom.com/x/761985522.html,55.27㎡ | 28/28层,小区距北苑站步行约858米,6230
合租·林奥嘉园3居室-南卧,//www.ziroom.com/x/731440513.html,13.8㎡ | 4/27层,小区距北苑路北站步行约1405米,3290
整租·砖角楼南里2室1厅-南北,//www.ziroom.com/x/725472685.html,56.36㎡ | 11/16层,小区距柳芳站步行约551米,7530
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/720150489.html,12㎡ | 18/21层,小区距霍营站步行约370米,2530
整租·龙博苑二区2室1厅-南北,//www.ziroom.com/x/807007987.html,80㎡ | 2/6层,小区距回龙观站步行约856米,7190
合租·龙跃苑东五区3居室-南卧,//www.ziroom.com/x/807232925.html,16.49㎡ | 5/6层,小区距霍营站步行约421米,4190
合租·融泽嘉园3居室-南卧,//www.ziroom.com/x/717262896.html,13.7㎡ | 19/34层,小区距西二旗站步行约1802米,3230
合租·天通苑中苑4居室-南卧,//www.ziroom.com/x/750708884.html,14.3㎡ | 4/6层,小区距天通苑南站步行约1117米,3490
